,Date,Media Sources,Negative,Neutral,Positive,Source Account,Tweet Polarity,Tweets Ago
344,Sun Jan 07 03:18:18 +0000 2018,Fox,0.358,0.457,0.185,Maria Mitchell,-0.4648,45
345,Sun Jan 07 03:18:17 +0000 2018,Fox,0.0,1.0,0.0,-M.Jzh-,0.0,46
346,Sun Jan 07 03:18:17 +0000 2018,Fox,0.0,0.865,0.135,Dan Sutton,0.3612,47
347,Sun Jan 07 03:18:17 +0000 2018,Fox,0.0,1.0,0.0,WWESaturdayNight,0.0,48
348,Sun Jan 07 03:18:17 +0000 2018,Fox,0.153,0.847,0.0,Seth Abramson,-0.5574,49
349,Sun Jan 07 03:18:17 +0000 2018,Fox,0.0,1.0,0.0,Juan Cruz,0.0,50
350,Sun Jan 07 03:18:16 +0000 2018,Fox,0.105,0.794,0.101,Ken Tremendous,-0.0191,51
351,Sun Jan 07 03:18:15 +0000 2018,Fox,0.0,1.0,0.0,Abby D. Phillip,0.0,52
352,Sun Jan 07 03:18:15 +0000 2018,Fox,0.0,0.823,0.177,VIPER 🚂🚋🚋,0.6249,53
353,Sun Jan 07 03:18:14 +0000 2018,Fox,0.0,1.0,0.0,りーょ@ship7,0.0,54
354,Sun Jan 07 03:18:13 +0000 2018,Fox,0.0,1.0,0.0,코인 여우,0.0,55
355,Sun Jan 07 03:18:13 +0000 2018,Fox,0.0,0.721,0.279,Charles Johnson,0.4767,56
356,Sun Jan 07 03:18:13 +0000 2018,Fox,0.0,1.0,0.0,Abby D. Phillip,0.0,57
357,Sun Jan 07 03:18:13 +0000 2018,Fox,0.189,0.811,0.0,GΖιλλα777,-0.1027,58
358,Sun Jan 07 03:18:13 +0000 2018,Fox,0.105,0.794,0.101,Ken Tremendous,-0.0191,59
359,Sun Jan 07 03:18:12 +0000 2018,Fox,0.0,1.0,0.0,SJ in Belen ▶️,0.0,60
360,Sun Jan 07 03:18:12 +0000 2018,Fox,0.0,1.0,0.0,Seth Abramson,0.0,61
361,Sun Jan 07 03:18:11 +0000 2018,Fox,0.0,1.0,0.0,Preet Bharara,0.0,62
362,Sun Jan 07 03:18:11 +0000 2018,Fox,0.0,0.833,0.167,dani,0.5859,63
363,Sun Jan 07 03:18:10 +0000 2018,Fox,0.0,1.0,0.0,Eduardo Aguirre,0.0,64
364,Sun Jan 07 03:18:09 +0000 2018,Fox,0.178,0.603,0.219,Preet Bharara,-0.0617,65
365,Sun Jan 07 03:18:09 +0000 2018,Fox,0.0,1.0,0.0,칼정,0.0,66
366,Sun Jan 07 03:18:09 +0000 2018,Fox,0.0,1.0,0.0,Jimena Sánchez,0.0,67
367,Sun Jan 07 03:18:07 +0000 2018,Fox,0.0,1.0,0.0,アスタルト@復帰,0.0,68
368,Sun Jan 07 03:18:06 +0000 2018,Fox,0.175,0.511,0.314,Preet Bharara,0.5859,69
369,Sun Jan 07 03:18:06 +0000 2018,Fox,0.0,1.0,0.0,{머릿말+꼬릿말}太宰 治,0.0,70
370,Sun Jan 07 03:18:05 +0000 2018,Fox,0.105,0.794,0.101,Ken Tremendous,-0.0191,71
371,Sun Jan 07 03:18:04 +0000 2018,Fox,0.642,0.358,0.0,"Ryan Knight, PROUD RESISTER 👊",-0.9826,72
372,Sun Jan 07 03:18:04 +0000 2018,Fox,0.105,0.794,0.101,Ken Tremendous,-0.0191,73
373,Sun Jan 07 03:18:02 +0000 2018,Fox,0.105,0.794,0.101,Ken Tremendous,-0.0191,74
374,Sun Jan 07 03:18:02 +0000 2018,Fox,0.0,1.0,0.0,労働者,0.0,75
375,Sun Jan 07 03:18:01 +0000 2018,Fox,0.0,1.0,0.0,MarHopp,0.0,76
376,Sun Jan 07 03:17:57 +0000 2018,Fox,0.123,0.877,0.0,Seth Abramson,-0.4215,77
377,Sun Jan 07 03:17:57 +0000 2018,Fox,0.0,0.906,0.094,Tamara Holder,0.3595,78
378,Sun Jan 07 03:17:56 +0000 2018,Fox,0.14,0.724,0.136,Dave M,-0.0258,79
379,Sun Jan 07 03:17:54 +0000 2018,Fox,0.0,1.0,0.0,It All Started With a Stitch,0.0,80
380,Sun Jan 07 03:17:53 +0000 2018,Fox,0.105,0.794,0.101,Ken Tremendous,-0.0191,81
381,Sun Jan 07 03:17:53 +0000 2018,Fox,0.27,0.73,0.0,Gabby Pfeiffer,-0.743,82
382,Sun Jan 07 03:17:52 +0000 2018,Fox,0.187,0.813,0.0,Fox News,-0.3182,83
383,Sun Jan 07 03:17:47 +0000 2018,Fox,0.105,0.794,0.101,Ken Tremendous,-0.0191,84
384,Sun Jan 07 03:17:47 +0000 2018,Fox,0.0,1.0,0.0,きつね@占星術師,0.0,85
385,Sun Jan 07 03:17:47 +0000 2018,Fox,0.0,1.0,0.0,Ind. Santa Fe,0.0,86
386,Sun Jan 07 03:18:52 +0000 2018,Fox,0.228,0.772,0.0,Wonita Milani,-0.6633,87
387,Sun Jan 07 03:18:51 +0000 2018,Fox,0.105,0.794,0.101,Ken Tremendous,-0.0191,88
388,Sun Jan 07 03:18:49 +0000 2018,Fox,0.0,1.0,0.0,しろくまこ,0.0,89
389,Sun Jan 07 03:18:49 +0000 2018,Fox,0.0,1.0,0.0,Denizcan James,0.0,90
390,Sun Jan 07 03:18:48 +0000 2018,Fox,0.105,0.794,0.101,Ken Tremendous,-0.0191,91
391,Sun Jan 07 03:18:48 +0000 2018,Fox,0.105,0.794,0.101,Ken Tremendous,-0.0191,92
392,Sun Jan 07 03:18:47 +0000 2018,Fox,0.105,0.794,0.101,Ken Tremendous,-0.0191,93
393,Sun Jan 07 03:18:47 +0000 2018,Fox,0.0,0.808,0.192,Fox News,0.5859,94
394,Sun Jan 07 03:18:46 +0000 2018,Fox,0.105,0.794,0.101,Ken Tremendous,-0.0191,95
395,Sun Jan 07 03:18:45 +0000 2018,Fox,0.0,0.721,0.279,Jonah Goldberg,0.4767,96
396,Sun Jan 07 03:18:44 +0000 2018,Fox,0.0,0.597,0.403,Fox News,0.7964,97
397,Sun Jan 07 03:18:43 +0000 2018,Fox,0.0,1.0,0.0,steVen,0.0,98
398,Sun Jan 07 03:18:41 +0000 2018,Fox,0.0,1.0,0.0,왜 사나 PD,0.0,99
399,Sun Jan 07 03:18:40 +0000 2018,Fox,0.0,0.794,0.206,Peridot,0.3802,100
400,Sun Jan 07 03:18:42 +0000 2018,New York times,0.0,0.798,0.202,Gerardo Pisarello,0.5859,1
401,Sun Jan 07 03:18:38 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,2
402,Sun Jan 07 03:18:32 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,3
403,Sun Jan 07 03:18:29 +0000 2018,New York times,0.351,0.649,0.0,Jewhadi™,-0.7579,4
404,Sun Jan 07 03:18:27 +0000 2018,New York times,0.0,1.0,0.0,Seth Abramson,0.0,5
405,Sun Jan 07 03:18:26 +0000 2018,New York times,0.351,0.649,0.0,Jewhadi™,-0.7579,6
406,Sun Jan 07 03:18:23 +0000 2018,New York times,0.0,0.82,0.18,Antonia Felix,0.5106,7
407,Sun Jan 07 03:18:16 +0000 2018,New York times,0.094,0.842,0.064,Fred Parvaneh,-0.1531,8
408,Sun Jan 07 03:18:10 +0000 2018,New York times,0.351,0.649,0.0,Jewhadi™,-0.7579,9
409,Sun Jan 07 03:18:06 +0000 2018,New York times,0.0,1.0,0.0,Eamon Javers,0.0,10
410,Sun Jan 07 03:17:57 +0000 2018,New York times,0.0,1.0,0.0,Al Punto Univision,0.0,11
411,Sun Jan 07 03:17:44 +0000 2018,New York times,0.0,1.0,0.0,Seth Abramson,0.0,12
412,Sun Jan 07 03:17:28 +0000 2018,New York times,0.351,0.649,0.0,Jewhadi™,-0.7579,13
413,Sun Jan 07 03:17:25 +0000 2018,New York times,0.351,0.649,0.0,Jewhadi™,-0.7579,14
414,Sun Jan 07 03:17:24 +0000 2018,New York times,0.101,0.899,0.0,⚔️TrumpsterWarriorsD,-0.2263,15
415,Sun Jan 07 03:17:07 +0000 2018,New York times,0.0,0.803,0.197,Danielle Brooks,0.6884,16
416,Sun Jan 07 03:17:05 +0000 2018,New York times,0.205,0.738,0.057,Bill Madden,-0.6597,17
417,Sun Jan 07 03:16:56 +0000 2018,New York times,0.0,1.0,0.0,Álvaro 🇪🇸,0.0,18
418,Sun Jan 07 03:16:53 +0000 2018,New York times,0.094,0.842,0.064,Fred Parvaneh,-0.1531,19
419,Sun Jan 07 03:16:34 +0000 2018,New York times,0.0,0.69,0.31,Sarah Kendzior,0.659,20
420,Sun Jan 07 03:16:30 +0000 2018,New York times,0.202,0.798,0.0,Paulette Elizabeth,-0.5106,21
421,Sun Jan 07 03:16:29 +0000 2018,New York times,0.0,1.0,0.0,Best of Oscar Isaac,0.0,22
422,Sun Jan 07 03:16:27 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,23
423,Sun Jan 07 03:16:23 +0000 2018,New York times,0.0,1.0,0.0,The New York Times,0.0,24
424,Sun Jan 07 03:16:21 +0000 2018,New York times,0.0,0.777,0.223,Sara,0.5106,25
425,Sun Jan 07 03:16:21 +0000 2018,New York times,0.351,0.649,0.0,Jewhadi™,-0.7579,26
426,Sun Jan 07 03:16:20 +0000 2018,New York times,0.351,0.649,0.0,Jewhadi™,-0.7579,27
427,Sun Jan 07 03:16:19 +0000 2018,New York times,0.0,1.0,0.0,Best of Oscar Isaac,0.0,28
428,Sun Jan 07 03:16:10 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,29
429,Sun Jan 07 03:16:03 +0000 2018,New York times,0.0,1.0,0.0,Best of Oscar Isaac,0.0,30
430,Sun Jan 07 03:16:03 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,31
431,Sun Jan 07 03:16:01 +0000 2018,New York times,0.0,0.783,0.217,Slate,0.6124,32
432,Sun Jan 07 03:15:58 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,33
433,Sun Jan 07 03:15:56 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,34
434,Sun Jan 07 03:15:56 +0000 2018,New York times,0.0,1.0,0.0,Ann Coulter,0.0,35
435,Sun Jan 07 03:15:46 +0000 2018,New York times,0.0,0.824,0.176,Mike Cernovich 🇺🇸,0.539,36
436,Sun Jan 07 03:15:40 +0000 2018,New York times,0.068,0.932,0.0,SPAMela HAMderson,-0.1531,37
437,Sun Jan 07 03:15:40 +0000 2018,New York times,0.0,0.868,0.132,Tabarnia Oficial,0.4404,38
438,Sun Jan 07 03:15:31 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,39
439,Sun Jan 07 03:15:29 +0000 2018,New York times,0.0,1.0,0.0,Última Hora,0.0,40
440,Sun Jan 07 03:15:19 +0000 2018,New York times,0.0,0.69,0.31,Sarah Kendzior,0.659,41
441,Sun Jan 07 03:15:18 +0000 2018,New York times,0.0,1.0,0.0,Radio Ñanduti,0.0,42
442,Sun Jan 07 03:15:16 +0000 2018,New York times,0.0,1.0,0.0,Best of Oscar Isaac,0.0,43
443,Sun Jan 07 03:15:12 +0000 2018,New York times,0.0,0.69,0.31,Sarah Kendzior,0.659,44
444,Sun Jan 07 03:15:09 +0000 2018,New York times,0.0,1.0,0.0,NYTimes en Español,0.0,45
445,Sun Jan 07 03:14:58 +0000 2018,New York times,0.0,1.0,0.0,Emotional Support Chicken,0.0,46
446,Sun Jan 07 03:14:38 +0000 2018,New York times,0.092,0.777,0.131,Eric Garland,0.2023,47
447,Sun Jan 07 03:14:35 +0000 2018,New York times,0.0,0.798,0.202,Gerardo Pisarello,0.5859,48
448,Sun Jan 07 03:14:27 +0000 2018,New York times,0.0,0.798,0.202,Great Kindle Reads,0.5106,49
449,Sun Jan 07 03:14:25 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,50
450,Sun Jan 07 03:14:05 +0000 2018,New York times,0.0,1.0,0.0,Eamon Javers,0.0,51
451,Sun Jan 07 03:13:54 +0000 2018,New York times,0.0,0.843,0.157,huffpostqueer,0.4215,52
452,Sun Jan 07 03:13:49 +0000 2018,New York times,0.0,1.0,0.0,Seth Abramson,0.0,53
453,Sun Jan 07 03:13:42 +0000 2018,New York times,0.0,1.0,0.0,Best of Oscar Isaac,0.0,54
454,Sun Jan 07 03:13:39 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,55
455,Sun Jan 07 03:13:30 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,56
456,Sun Jan 07 03:13:26 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,57
457,Sun Jan 07 03:13:25 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,58
458,Sun Jan 07 03:13:25 +0000 2018,New York times,0.0,1.0,0.0,UOL Notícias,0.0,59
459,Sun Jan 07 03:13:20 +0000 2018,New York times,0.0,1.0,0.0,Eamon Javers,0.0,60
460,Sun Jan 07 03:13:14 +0000 2018,New York times,0.125,0.642,0.234,Donald J. Trump,0.4389,61
461,Sun Jan 07 03:13:03 +0000 2018,New York times,0.0,0.69,0.31,Sarah Kendzior,0.659,62
462,Sun Jan 07 03:13:02 +0000 2018,New York times,0.0,1.0,0.0,WikiLeaks,0.0,63
463,Sun Jan 07 03:13:02 +0000 2018,New York times,0.101,0.899,0.0,⚔️TrumpsterWarriorsD,-0.2263,64
464,Sun Jan 07 03:12:57 +0000 2018,New York times,0.0,1.0,0.0,Seth Abramson,0.0,65
465,Sun Jan 07 03:12:52 +0000 2018,New York times,0.0,1.0,0.0,Best of Oscar Isaac,0.0,66
466,Sun Jan 07 03:12:48 +0000 2018,New York times,0.0,1.0,0.0,Naomi Wu,0.0,67
467,Sun Jan 07 03:12:45 +0000 2018,New York times,0.0,0.69,0.31,Sarah Kendzior,0.659,68
468,Sun Jan 07 03:12:37 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,69
469,Sun Jan 07 03:12:34 +0000 2018,New York times,0.0,1.0,0.0,Álvaro 🇪🇸,0.0,70
470,Sun Jan 07 03:12:30 +0000 2018,New York times,0.0,1.0,0.0,Best of Oscar Isaac,0.0,71
471,Sun Jan 07 03:18:42 +0000 2018,New York times,0.0,0.798,0.202,Gerardo Pisarello,0.5859,72
472,Sun Jan 07 03:18:38 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,73
473,Sun Jan 07 03:18:32 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,74
474,Sun Jan 07 03:18:29 +0000 2018,New York times,0.351,0.649,0.0,Jewhadi™,-0.7579,75
475,Sun Jan 07 03:18:27 +0000 2018,New York times,0.0,1.0,0.0,Seth Abramson,0.0,76
476,Sun Jan 07 03:18:26 +0000 2018,New York times,0.351,0.649,0.0,Jewhadi™,-0.7579,77
477,Sun Jan 07 03:18:23 +0000 2018,New York times,0.0,0.82,0.18,Antonia Felix,0.5106,78
478,Sun Jan 07 03:18:16 +0000 2018,New York times,0.094,0.842,0.064,Fred Parvaneh,-0.1531,79
479,Sun Jan 07 03:18:10 +0000 2018,New York times,0.351,0.649,0.0,Jewhadi™,-0.7579,80
480,Sun Jan 07 03:18:06 +0000 2018,New York times,0.0,1.0,0.0,Eamon Javers,0.0,81
481,Sun Jan 07 03:17:57 +0000 2018,New York times,0.0,1.0,0.0,Al Punto Univision,0.0,82
482,Sun Jan 07 03:17:44 +0000 2018,New York times,0.0,1.0,0.0,Seth Abramson,0.0,83
483,Sun Jan 07 03:17:28 +0000 2018,New York times,0.351,0.649,0.0,Jewhadi™,-0.7579,84
484,Sun Jan 07 03:17:25 +0000 2018,New York times,0.351,0.649,0.0,Jewhadi™,-0.7579,85
485,Sun Jan 07 03:17:24 +0000 2018,New York times,0.101,0.899,0.0,⚔️TrumpsterWarriorsD,-0.2263,86
486,Sun Jan 07 03:17:07 +0000 2018,New York times,0.0,0.803,0.197,Danielle Brooks,0.6884,87
487,Sun Jan 07 03:17:05 +0000 2018,New York times,0.205,0.738,0.057,Bill Madden,-0.6597,88
488,Sun Jan 07 03:16:56 +0000 2018,New York times,0.0,1.0,0.0,Álvaro 🇪🇸,0.0,89
489,Sun Jan 07 03:16:53 +0000 2018,New York times,0.094,0.842,0.064,Fred Parvaneh,-0.1531,90
490,Sun Jan 07 03:16:34 +0000 2018,New York times,0.0,0.69,0.31,Sarah Kendzior,0.659,91
491,Sun Jan 07 03:16:30 +0000 2018,New York times,0.202,0.798,0.0,Paulette Elizabeth,-0.5106,92
492,Sun Jan 07 03:16:29 +0000 2018,New York times,0.0,1.0,0.0,Best of Oscar Isaac,0.0,93
493,Sun Jan 07 03:16:27 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,94
494,Sun Jan 07 03:16:23 +0000 2018,New York times,0.0,1.0,0.0,The New York Times,0.0,95
495,Sun Jan 07 03:16:21 +0000 2018,New York times,0.0,0.777,0.223,Sara,0.5106,96
496,Sun Jan 07 03:16:21 +0000 2018,New York times,0.351,0.649,0.0,Jewhadi™,-0.7579,97
497,Sun Jan 07 03:16:20 +0000 2018,New York times,0.351,0.649,0.0,Jewhadi™,-0.7579,98
498,Sun Jan 07 03:16:19 +0000 2018,New York times,0.0,1.0,0.0,Best of Oscar Isaac,0.0,99
499,Sun Jan 07 03:16:10 +0000 2018,New York times,0.0,1.0,0.0,Brian Krassenstein🐬,0.0,100
